linha;legacyId;numeroEdital;processoAdministrativo;protocolo;modalidade;secretaria;statusLegado;motivoCodigo;motivo;processoInternoRelacionado;origemProcessoRelacionado;objetoResumo
"870";"4199";"TP-009-2022";"1056/2022";"3968";"TOMADA DE PREÇO";"SECRETARIA DE ADMINISTRAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0054/2022 / LEGADO).";"0054/2022";"LEGADO";"O Município de Teixeira de Freitas-BA, torna público, para conhecimento dos interessados, que promoverá licitação, na modalidade TOMADA DE PREÇOS para contratação de empresa especializada visando a execução dos serviços do Projeto Técnico Social, através do Programa de Saneamento integrado nas Bacia do Rio Itanhém - 1ª Fase da 3ª etapa - Bacia do Lava-Pés 1, no Município de Teixeira de Freitas/BA, conforme especificações e quantitativos estimados constantes no Termo de Referência e seus anexos."
"874";"4203";"PE-075-2022";"1061/2022";"3985";"PREGÃO";"SECRETARIA DE SAÚDE";"Deserta";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0128/2022 / LEGADO).";"0128/2022";"LEGADO";"PREGÃO ELETRÔNICO, para SISTEMA DE REGISTRO DE PREÇOS do tipo MENOR PREÇO GLOBAL, visando a futura e eventual contratação de empresa para aquisição de materiais de consumo médico-hospitalares (MATERIAIS PARA PROCEDIMENTO CIRÚRGICO DE ARTROSCOPIA DE JOELHO), com cessão de uso gratuito, em regime de comodato, dos equipamentos necessários à completa execução dos procedimentos, a fim de atender as demandas do Centro Cirúrgico do Hospital Municipal de Teixeira de Freitas (HMTF), sob responsabilidade da Secretaria Municipal de Saúde, conforme condições, quantidades e especificações no Edital, Termo de Referência e seus Anexos"
"892";"4229";"TP-008-2022";"1110/2022";"3958";"TOMADA DE PREÇO";"SECRETARIA DE ADMINISTRAÇÃO";"Arquivado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0052/2022 / LEGADO).";"0052/2022";"LEGADO";"O Município de Teixeira de Freitas-BA, torna público, para conhecimento dos interessados, que promoverá licitação, na modalidade TOMADA DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE OBRAS DE PAVIMENTAÇÃO, DRENAGEM, PASSEIOS COM ACESSIBILIDADE, SINALIZAÇÃO HORIZONTAL E VERTICAL NO ENTORNO DA PRAÇA JOANA ANGELICA NO MUNICÍPIO DE TEIXEIRA DE FREITAS-BA."
"895";"4232";"PP-061-2022";"1117/2022";"2186";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0072/2023 / LEGADO).";"0072/2023";"LEGADO";"Contratação de empresa especializada na prestação de serviço de manutenção de geradores de energia com fornecimento de peças, a fim de atender às demandas da Secretaria Municipal de Administração e Planejamento e demais secretarias, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos."
"911";"4248";"PE-116-2022";"1151/2022";"1937";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0002/2022 / MANUAL).";"0002/2022";"MANUAL";"Contratação de empresa especializada na prestação de serviços de despachante, para conduzir a tramitação de documentos necessários aos processos de matrículas de imóveis, protocolamento e autenticação de documentos para atender as demandas do Município de Teixeira de Freitas-BA, conforme especificações, quantitativos e condições descritas no Termo de Referência e seu Anexos"
"921";"4258";"PE-137-2022";"1163/2022";"2010";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0003/2022 / MANUAL).";"0003/2022";"MANUAL";"Contratação de empresa especializada para aquisição de equipamento e material permanente: Rádios Comunicadores Portáteis, com acessórios, a fim de atender às demandas da Secretaria Municipal de Segurança e Cidadania, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos."
"922";"4259";"PE-119-2022";"1163/2022";"1938";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Fracassada";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0003/2022 / MANUAL).";"0003/2022";"MANUAL";"Contratação de empresa especializada para aquisição de equipamento e material permanente: Rádios Comunicadores Portáteis, com acessórios, a fim de atender às demandas da Secretaria Municipal de Segurança e Cidadania, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos."
"977";"4315";"TP-011-2022";"1280/2022";"3982";"TOMADA DE PREÇO";"SECRETARIA DE ADMINISTRAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0057/2022 / LEGADO).";"0057/2022";"LEGADO";"O Município de Teixeira de Freitas-BA, torna público, para conhecimento dos interessados, que promoverá licitação, na modalidade TOMADA DE PREÇOS para CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE ARQUITETURA, URBANISMO E ENGENHARIA NA ELABORAÇÃO DE PROJETOS DE INFRAESTRUTURA URBANA E DE EQUIPAMENTOS PÚBLICOS E SUPORTE CONSULTIVO E TÉCNICO PARA DIVERSAS DEMANDAS NA ÁREA URBANA DO MUNICÍPIO DE TEIXEIRA DE FREITAS."
"982";"4320";"PE-098-2022";"1294/2022";"3993";"PREGÃO";"SECRETARIA DE SAÚDE";"Suspensa";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0010/2022 / MANUAL).";"0010/2022";"MANUAL";"O Município de Teixeira de Freitas-BA, torna público, para conhecimento dos interessados, que promoverá licitação, na modalidade PREGÃO ELETRÔNICO do tipo MENOR PREÇO GLOBAL, visando a contratação de empresa para aquisição de material permanente (SECADORA INDUSTRIAL), para atender as demandas da Lavanderia Hospitalar de Teixeira de Freitas, sob responsabilidade do Fundo Municipal de Saúde, conforme condições, quantidades e especificações no Edital, Termo de Referência e seus Anexos."
"1002";"4340";"PE-117-2022";"1334/2022";"2018";"PREGÃO";"SECRETARIA DE SAÚDE";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0004/2022 / MANUAL).";"0004/2022";"MANUAL";"Registro de preços para aquisição de anticoncepcionais em forma de Implante Subdérmico de Etonogestrel 68mg, a fim de atender às demandas da Secretaria Municipal de Saúde, conforme condições, quantidades e especificações no Edital, Termo de Referência e seus Anexos."
"1005";"4343";"PE-171-2022";"1337/2022";"2323";"PREGÃO";"SECRETARIA DE SAÚDE";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0048/2023 / LEGADO).";"0048/2023";"LEGADO";"Pregão Eletrônico nº 171-2022, Processo Administrativo: 1337/2022, do tipo MAIOR PERCENTUAL DE DESCONTO GLOBAL. OBJETO: Contratação de empresa especializada na prestação de serviço de manutenção preventiva e corretiva em câmaras conservadoras, com reposição de peças e fornecimento de material, a fim de atender às demandas da Secretaria Municipal de Saúde, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos"
"1006";"4344";"PP-058-2022";"1337/2022";"2108";"PREGÃO";"SECRETARIA DE SAÚDE";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0048/2023 / LEGADO).";"0048/2023";"LEGADO";"Registro de Preços para futura e eventual contratação de empresa especializada na prestação de serviço de manutenção preventiva e corretiva em câmaras conservadoras, com reposição de peças e fornecimento de material, a fim de atender às demandas da Secretaria Municipal de Saúde, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos."
"1020";"4358";"PE-101-2022";"1352/2022";"3995";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0262/2022 / LEGADO).";"0262/2022";"LEGADO";"O Município de Teixeira de Freitas-BA, torna público, para conhecimento dos interessados, que promoverá licitação, na modalidade PREGÃO ELETRÔNICO do tipo MENOR PREÇO POR ITEM, visando a contratação de empresa especializada para aquisição de bens permanentes (CAMINHONETE PICK-UP E VEÍCULO TIPO HATCH), a fim de atender as necessidades da Secretaria Municipal de Educação e Cultura e Secretaria Municipal de Assistência Social, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos"
"1035";"4373";"PP-055-2022";"1375/2022";"1898";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0276/2022 / LEGADO).";"0276/2022";"LEGADO";"O Município de Teixeira de Freitas-BA, torna público, para conhecimento dos interessados, que promoverá licitação, na modalidade PREGÃO PRESENCIAL, do tipo MENOR PREÇO POR ITEM, visando a futura e eventual contratação de empresa especializada para aquisição de material de consumo (DESCARTÁVEIS E EMBALAGENS), para atender às necessidades da Secretaria Municipal de Administração e Planejamento e demais Secretarias, conforme condições, quantidades e especificações no Edital, Termo de Referência e seus Anexos."
"1036";"4374";"PE-108-2022";"1375/2022";"1690";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Revogada";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0276/2022 / LEGADO).";"0276/2022";"LEGADO";"O Município de Teixeira de Freitas-BA, torna público, para conhecimento dos interessados, que promoverá licitação, na modalidade PREGÃO ELETRÔNICO para SISTEMA DE REGISTRO DE PREÇOS do tipo MENOR PREÇO POR LOTE visando a futura e eventual contratação de empresa especializada para aquisição de material de consumo (DESCARTÁVEIS E EMBALAGENS), para atender as necessidades da Secretaria Municipal de Administração e Planejamento e demais Secretarias, conforme condições, quantidades e especificações no Edital, Termo de Referência e seus Anexos."
"1049";"4387";"PE-125-2022";"1408/2022";"2108";"PREGÃO";"SECRETARIA DE SAÚDE";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0023/2022 / LEGADO).";"0023/2022";"LEGADO";"Registro de Preços para a futura e eventual contratação de empresa especializada no fornecimento de óleos, graxas e demais lubrificantes automotivos, visando atender às demandas da Secretaria Municipal de Administração e Planejamento e demais secretarias, conforme condições, quantidades e especificações no Edital, Termo de Referência e seus Anexos."
"1075";"4413";"PP-051-2022";"1468/2022";"4000";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0312/2022 / LEGADO).";"0312/2022";"LEGADO";"O Município de Teixeira de Freitas-BA, torna público, para conhecimento dos interessados, que promoverá licitação, na modalidade PREGÃO PRESENCIAL do tipo MENOR PREÇO GLOBAL, visando a contratação de empresa para prestação de serviços de publicações dos atos oficiais nos Diários Oficiais do Município, União e Jornal de Grande Circulação e Locação de Sistema de Publicidade e Transparência Municipal nos padrões estabelecidos pela Lei de Acesso à Informação - LAI nº. 12.527/11, conforme condições, quantidades e especificações no Edital, Termo de Referência e seus Anexos."
"1078";"4416";"PE-143-2022";"1480/2022";"2074";"PREGÃO";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0005/2022 / MANUAL).";"0005/2022";"MANUAL";"futura e eventual contratação de empresa especializada para aquisição de material de consumo (BOLSA DE OSTOMIA e ADJUVANTES), a fim de atender às demandas da Secretaria Municipal de Saúde, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos."
"1086";"4424";"TP-012-2022";"1507/2022";"4002";"TOMADA DE PREÇO";"SECRETARIA DE EDUCAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0061/2022 / LEGADO).";"0061/2022";"LEGADO";"O Município de Teixeira de Freitas-BA, torna público, para conhecimento dos interessados, que promoverá licitação, na modalidade TOMADA DE PREÇOS, visando a CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE 01 (UMA) CRECHE ESCOLAR - TIPO 2 - BAIRRO LIBERDADE 1, NO MUNICÍPIO DE TEIXEIRA DE FREITAS-BA."
"1090";"4428";"TP-013-2022";"1516/2022";"1802";"TOMADA DE PREÇO";"SECRETARIA DE EDUCAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0058/2022 / LEGADO).";"0058/2022";"LEGADO";"Contratação de empresa especializada para construção de 01 (uma) cobertura para a quadra poliesportiva na Escola Municipal Solidariedade no Município de Teixeira de Freitas-BA."
"1120";"4458";"TP-014-2022";"1588/2022";"1726";"TOMADA DE PREÇO";"SECRETARIA DE EDUCAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0059/2022 / LEGADO).";"0059/2022";"LEGADO";"Contratação de empresa especializada para Construção de 06 (seis) coberturas para arquibancadas em unidades Escolares a serem definidas, no Município de Teixeira de Freitas-Ba"
"1132";"4470";"TP-015-2022";"1613/2022";"1763";"TOMADA DE PREÇO";"SECRETARIA DE EDUCAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0060/2022 / LEGADO).";"0060/2022";"LEGADO";"Contratação de empresa especializada para construção de 06 (seis) refeitórios em Escolas Municipais a serem definidos conforme solicitação da Secretaria Municipal de Educação e Cultura do Município de Teixeira de Freitas-Ba. Na sala de reuniões da Comissão Permanente de Licitação-COPEL, sediado(a) à Rua Dr. Carlos Mostardeiro, nº 31, Jardim Caraípe, Teixeira de Freitas-BA"
"1138";"4476";"TP-001-2022";"162/2022";"3893";"TOMADA DE PREÇO";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0044/2022 / LEGADO).";"0044/2022";"LEGADO";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA ELABORAÇÃO DE PROJETOS COMPLEMENTARES, VOLTADOS PARA A CONSOLIDAÇÃO DO PROJETO ARQUITETÔNICO DE ADEQUAÇÃO E AMPLIAÇÃO DA UNIDADE MUNICIPAL MATERNO INFANTIL DO MUNICÍPIO DE TEIXEIRA DE FREITAS-BA."
"1141";"4479";"CP-004-2022";"1653/2022";"1780";"CONCORRÊNCIA";"SECRETARIA DE ADMINISTRAÇÃO";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0063/2022 / LEGADO).";"0063/2022";"LEGADO";"CONCESSÃO DE GESTÃO DE APOIO AO MONITORAMENTO DE MOBILIDADE URBANA E OPERAÇÃO DE ESTACIONAMENTO ROTATIVO CONTROLADO DE VEÍCULOS EM VIAS E LOGRADOUROS PÚBLICOS DO MUNICÍPIO DE TEIXEIRA DE FREITAS-BA, DENOMINADO (ZONA AZUL) e deverá ser fornecido/executado na forma e condições estabelecidas neste edital e seus ANEXOS."
"1167";"4508";"PE-156-2022";"1727/2022";"2142";"PREGÃO";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0008/2022 / MANUAL).";"0008/2022";"MANUAL";"Contratação de empresa visando aquisição de material de materiais de Fisioterapia e acessórios de Ventiladores Mecânicos a fim de atender as demandas da Secretaria Municipal de Saúde, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos."
"1180";"4521";"PE-132-2022";"177/2022";"2028";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Fracassada";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0070/2023 / LEGADO).";"0070/2023";"LEGADO";"Contratação de empresa especializada para aquisição de materiais de consumo e material/ equipamento permanente: instrumento e acessórios para monitorização da qualidade da água, visando atender às demandas da Secretaria Municipal de Meio Ambiente, conforme condições, quantidades e especificações no Edital, Termo de Referência e seus Anexos."
"1181";"4522";"PE-154-2022";"1777/2022";"2138";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0006/2022 / MANUAL).";"0006/2022";"MANUAL";"Registro de preços para a futura e eventual contratação de empresa visando aquisição de material de consumo (TELHAS GALVALUME, PERFIS, ARAME RECONDIZO, GRELHA, TAMPA ARTICULADA E OUTROS), a fim de atender as demandas da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos."
"1210";"4551";"PE-138-2022";"1837/2022";"2021";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0432/2022 / LEGADO).";"0432/2022";"LEGADO";"Contratação de empresa especializada para aquisição de material de consumo (UTENSÍLIOS DOMÉSTICOS), a fim de atender às demandas da Secretaria Municipal de Administração e Planejamento e demais secretarias, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos."
"1220";"4561";"PE-002-2022";"186/2022";"3896";"PREGÃO";"SECRETARIA DE EDUCAÇÃO";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0441/2022 / LEGADO).";"0441/2022";"LEGADO";"PREGÃO ELETRÔNICO do tipo MENOR PREÇO POR ITEM , visando a futura e eventual contratação de empresa especializada para fornecimento de material de consumo (brinquedos), de acordo ao Termo de Compromisso PAR n° 201305460 (Ações Delimitadas no Plano de Ações Articuladas - PAR) para atender as demandas da Secretaria de Educação e Cultura, conforme especificações, quantitativos e condições descritas no Termo de Referência e seu Anexo."
"1242";"4584";"PE-155-2022";"1933/2022";"2138";"PREGÃO";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0007/2022 / MANUAL).";"0007/2022";"MANUAL";"Registro de preços para a futura e eventual contratação de empresa visando aquisição de material de consumo: medicamentos (ACICLOVIR E OUTROS), a fim de atender as demandas da Secretaria Municipal de Saúde, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos."
"1245";"4587";"PE-176-2022";"1937/2022";"2323";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0047/2023 / LEGADO).";"0047/2023";"LEGADO";"Futura e eventual contratação de empresa especializada para a aquisição de material de consumo (JOELHO DE ESGOTO 100MM, KIT LAVATÓRIO, PIA DE COZINHA e TELHA DE FIBROCIMENTO), a fim de atender as demandas da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos."
"1255";"4606";"PP-056-2022";"2008/2022";"2067";"PREGÃO";"SECRETARIA DE ADMINISTRAÇÃO";"Suspenso";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0471/2022 / LEGADO).";"0471/2022";"LEGADO";"Futura e eventual contratação de empresa especializada para aquisição de material de consumo (CIMENTO CP V ARI SC 40KG), para suprir às necessidades da Secretaria Municipal de Infraestrutura, Transporte e Serviços Urbanos, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos."
"1264";"4615";"PE-179-2022";"2026/2022";"240";"PREGÃO";"SECRETARIA DE SAÚDE";"Homologado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0056/2023 / LEGADO).";"0056/2023";"LEGADO";"contratação de empresa especializada visando a aquisição de material de consumo (MEDICAMENTOS SUJEITOS A CONTROLE ESPECIAL E RELAXANTES MUSCULARES), para suprir as necessidades da Secretaria Municipal de Saúde, conforme especificações, quantitativos e condições descritas no Edital, Termo de Referência e seus Anexos"
"1281";"4632";"CP-008-2022";"2082/2022";"2055";"CONCORRÊNCIA";"SECRETARIA DE ADMINISTRAÇÃO";"Revogado";"DUPLICIDADE_PROCESSO_INTERNO";"J? existe processo interno com o mesmo administrativo ou edital (0066/2022 / LEGADO).";"0066/2022";"LEGADO";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE PAVIMENTO SEXTAVADO DE CONCRETO SIMPLES MOLDADO IN LOCO EM DIVERSAS RUAS NO BAIRRO VILA CARAÍPE, NO MUNICÍPIO DE TEIXEIRA DE FREITAS."
